geometry,time_period,khw_without_lom,khw_with_lom,kwh_delta,ts_file_path
POINT (-89.40040969954795 39.32374224859211),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32374224859211_-89.40040969954795.csv
POINT (-89.39993554117906 39.32374224859211),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32374224859211_-89.39993554117906.csv
POINT (-89.39946138281016 39.32374224859211),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32374224859211_-89.39946138281016.csv
POINT (-89.39898722444127 39.32374224859211),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32374224859211_-89.39898722444127.csv
POINT (-89.39851306607237 39.32374224859211),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32374224859211_-89.39851306607237.csv
POINT (-89.39803890770348 39.32374224859211),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32374224859211_-89.39803890770348.csv
POINT (-89.39756474933458 39.32374224859211),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32374224859211_-89.39756474933458.csv
POINT (-89.4065737583436 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.4065737583436.csv
POINT (-89.4060995999747 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.4060995999747.csv
POINT (-89.40562544160581 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.4056254416058.csv
POINT (-89.4051512832369 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.4051512832369.csv
POINT (-89.40467712486802 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.40467712486802.csv
POINT (-89.40420296649911 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.40420296649911.csv
POINT (-89.40372880813023 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.40372880813023.csv
POINT (-89.40325464976132 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.40325464976132.csv
POINT (-89.40278049139243 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.40278049139243.csv
POINT (-89.40230633302353 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.40230633302353.csv
POINT (-89.40183217465464 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.40183217465464.csv
POINT (-89.40135801628574 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.40135801628574.csv
POINT (-89.40088385791685 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.40088385791685.csv
POINT (-89.40040969954795 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.40040969954795.csv
POINT (-89.39993554117906 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.39993554117906.csv
POINT (-89.39946138281016 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.39946138281016.csv
POINT (-89.39898722444127 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.39898722444127.csv
POINT (-89.39851306607237 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.39851306607237.csv
POINT (-89.39803890770348 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.39803890770348.csv
POINT (-89.39756474933458 39.32421640696101),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32421640696101_-89.39756474933458.csv
POINT (-89.4065737583436 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.4065737583436.csv
POINT (-89.4060995999747 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.4060995999747.csv
POINT (-89.40562544160581 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.4056254416058.csv
POINT (-89.4051512832369 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.4051512832369.csv
POINT (-89.40467712486802 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.40467712486802.csv
POINT (-89.40420296649911 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.40420296649911.csv
POINT (-89.40372880813023 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.40372880813023.csv
POINT (-89.40325464976132 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.40325464976132.csv
POINT (-89.40278049139243 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.40278049139243.csv
POINT (-89.40230633302353 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.40230633302353.csv
POINT (-89.40183217465464 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.40183217465464.csv
POINT (-89.40135801628574 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.40135801628574.csv
POINT (-89.40088385791685 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.40088385791685.csv
POINT (-89.40040969954795 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.40040969954795.csv
POINT (-89.39993554117906 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.39993554117906.csv
POINT (-89.39946138281016 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.39946138281016.csv
POINT (-89.39898722444127 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.39898722444127.csv
POINT (-89.39851306607237 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.39851306607237.csv
POINT (-89.39803890770348 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.39803890770348.csv
POINT (-89.39756474933458 39.3246905653299),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3246905653299_-89.39756474933458.csv
POINT (-89.4065737583436 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.4065737583436.csv
POINT (-89.4060995999747 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.4060995999747.csv
POINT (-89.40562544160581 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.4056254416058.csv
POINT (-89.4051512832369 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.4051512832369.csv
POINT (-89.40467712486802 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.40467712486802.csv
POINT (-89.40420296649911 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.40420296649911.csv
POINT (-89.40372880813023 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.40372880813023.csv
POINT (-89.40325464976132 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.40325464976132.csv
POINT (-89.40278049139243 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.40278049139243.csv
POINT (-89.40230633302353 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.40230633302353.csv
POINT (-89.40183217465464 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.40183217465464.csv
POINT (-89.40135801628574 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.40135801628574.csv
POINT (-89.40088385791685 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.40088385791685.csv
POINT (-89.40040969954795 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.40040969954795.csv
POINT (-89.39993554117906 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.39993554117906.csv
POINT (-89.39946138281016 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.39946138281016.csv
POINT (-89.39898722444127 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.39898722444127.csv
POINT (-89.39851306607237 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.39851306607237.csv
POINT (-89.39803890770348 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.39803890770348.csv
POINT (-89.39756474933458 39.3251647236988),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.3251647236988_-89.39756474933458.csv
POINT (-89.4065737583436 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.4065737583436.csv
POINT (-89.4060995999747 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.4060995999747.csv
POINT (-89.40562544160581 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.4056254416058.csv
POINT (-89.4051512832369 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.4051512832369.csv
POINT (-89.40467712486802 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.40467712486802.csv
POINT (-89.40420296649911 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.40420296649911.csv
POINT (-89.40372880813023 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.40372880813023.csv
POINT (-89.40325464976132 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.40325464976132.csv
POINT (-89.40278049139243 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.40278049139243.csv
POINT (-89.40230633302353 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.40230633302353.csv
POINT (-89.40183217465464 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.40183217465464.csv
POINT (-89.40135801628574 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.40135801628574.csv
POINT (-89.40088385791685 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.40088385791685.csv
POINT (-89.40040969954795 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.40040969954795.csv
POINT (-89.39993554117906 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.39993554117906.csv
POINT (-89.39946138281016 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.39946138281016.csv
POINT (-89.39898722444127 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.39898722444127.csv
POINT (-89.39851306607237 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.39851306607237.csv
POINT (-89.39803890770348 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.39803890770348.csv
POINT (-89.39756474933458 39.32563888206769),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32563888206769_-89.39756474933458.csv
POINT (-89.4065737583436 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.4065737583436.csv
POINT (-89.4060995999747 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.4060995999747.csv
POINT (-89.40562544160581 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.4056254416058.csv
POINT (-89.4051512832369 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.4051512832369.csv
POINT (-89.40467712486802 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.40467712486802.csv
POINT (-89.40420296649911 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.40420296649911.csv
POINT (-89.40372880813023 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.40372880813023.csv
POINT (-89.40325464976132 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.40325464976132.csv
POINT (-89.40278049139243 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.40278049139243.csv
POINT (-89.40230633302353 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.40230633302353.csv
POINT (-89.40183217465464 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.40183217465464.csv
POINT (-89.40135801628574 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.40135801628574.csv
POINT (-89.40088385791685 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.40088385791685.csv
POINT (-89.40040969954795 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.40040969954795.csv
POINT (-89.39993554117906 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.39993554117906.csv
POINT (-89.39946138281016 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.39946138281016.csv
POINT (-89.39898722444127 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.39898722444127.csv
POINT (-89.39851306607237 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.39851306607237.csv
POINT (-89.39803890770348 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.39803890770348.csv
POINT (-89.39756474933458 39.32611304043659),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.32611304043659_-89.39756474933458.csv
POINT (-89.4065737583436 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.4065737583436.csv
POINT (-89.4060995999747 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.4060995999747.csv
POINT (-89.40562544160581 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.4056254416058.csv
POINT (-89.4051512832369 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.4051512832369.csv
POINT (-89.40467712486802 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.40467712486802.csv
POINT (-89.40420296649911 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.40420296649911.csv
POINT (-89.40372880813023 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.40372880813023.csv
POINT (-89.40325464976132 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.40325464976132.csv
POINT (-89.40278049139243 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.40278049139243.csv
POINT (-89.40230633302353 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.40230633302353.csv
POINT (-89.40183217465464 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.40183217465464.csv
POINT (-89.40135801628574 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.40135801628574.csv
POINT (-89.40088385791685 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.40088385791685.csv
POINT (-89.40040969954795 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.40040969954795.csv
POINT (-89.39993554117906 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.39993554117906.csv
POINT (-89.39946138281016 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.39946138281016.csv
POINT (-89.39898722444127 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.39898722444127.csv
POINT (-89.39851306607237 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.39851306607237.csv
POINT (-89.39803890770348 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.39803890770348.csv
POINT (-89.39756474933458 39.32658719880548),2007-01-01 00:00:00 - 2007-06-16 16:00:00,8900.99438188643,8900.99438188643,0.0,../output/heatmap-180/39.326587198805484_-89.39756474933458.csv
